datetime_utc,temperature
20030608-04:30,34
20030608-05:00,34
20030608-05:30,35
20030608-06:00,36
20030608-06:30,37
20030608-07:00,37
20030608-07:30,38
20030608-08:00,38
20030608-08:30,39
20030608-09:00,39
20030608-09:30,40
20030608-10:00,39
20030608-10:30,40
20030608-11:00,39
20030608-11:30,39
20030608-12:00,39
20030608-12:30,38
20030608-13:00,37
20030608-13:30,37
20030608-14:00,36
20030608-14:30,35
20030608-15:00,34
20030608-16:00,33
20030608-17:00,32
20030608-17:30,32
20030608-18:00,32
20030608-18:30,32
20030608-19:00,31
20030608-19:30,31
20030608-20:00,31
20030608-20:30,31
20030608-21:00,31
20030608-22:00,31
20030608-22:30,31
20030608-23:00,31
20030608-23:30,31
20030609-00:00,31
20030609-00:30,31
20030609-01:00,30
20030609-01:30,31
20030609-02:00,31
20030609-02:30,31
20030609-03:00,32
20030609-03:30,33
20030609-04:00,33
20030609-04:21,35
20030609-05:00,35
20030609-05:30,37
20030609-06:00,37
20030609-06:30,38
20030609-07:00,39
20030609-07:30,
20030609-08:00,40
20030609-08:30,41
20030609-09:00,42
20030609-09:30,42
20030609-10:00,43
20030609-10:21,43
20030609-11:30,44
20030609-12:00,43
20030609-12:30,43
20030609-13:00,43
20030609-13:30,43
20030609-14:30,41
20030609-15:00,42
20030609-15:30,42
20030609-16:00,42
20030609-16:30,42
20030609-17:00,41
20030609-17:30,41
20030609-18:30,37
20030609-19:00,36
20030609-20:30,34
20030609-21:00,34
20030609-21:30,34
20030609-22:00,34
20030609-22:30,34
20030609-23:00,35
20030609-23:30,36
20030610-00:00,36
20030610-00:30,36
20030610-01:00,36
20030610-01:30,36
20030610-02:00,36
20030610-02:30,36
20030610-03:00,37
20030610-03:30,37
20030610-04:00,38
20030610-04:30,38
20030610-05:00,39
20030610-05:30,
20030610-06:00,40
20030610-06:30,40
20030610-07:30,42
20030610-08:00,43
20030610-08:30,44
20030610-09:00,44
20030610-09:30,45
20030610-10:00,45
20030610-10:30,44
20030610-11:00,44
20030610-11:30,44
20030610-12:00,44
20030610-12:30,44
20030610-13:00,43
20030610-13:30,43
20030610-14:00,42
20030610-15:00,41
20030610-15:30,41
20030610-16:00,41
20030610-16:30,41
20030610-17:00,38
20030610-17:30,37
20030610-18:00,35
20030610-18:30,35
20030610-19:00,35
20030610-19:30,35
20030610-20:00,35
20030610-20:30,35
20030610-21:00,35
20030610-21:30,34
20030610-22:00,35
20030610-22:30,36
20030610-23:00,35
20030610-23:30,35
20030611-00:00,35
20030611-00:30,36
20030611-01:00,36
20030611-01:30,36
20030611-02:00,37
20030611-02:30,37
20030611-03:30,37
20030611-04:00,38
20030611-04:30,38
20030611-05:30,39
20030611-06:00,40
20030611-06:30,40
20030611-08:00,42
20030611-08:30,43
20030611-09:00,43
20030611-09:30,43
20030611-10:00,44
20030611-10:30,43
20030611-11:00,43
20030611-11:30,44
20030611-12:00,43
20030611-12:30,43
20030611-13:00,43
20030611-13:30,41
20030611-14:00,40
20030611-14:30,29
20030611-15:30,39
20030611-16:00,38
20030611-16:30,37
20030611-17:00,37
20030611-17:21,37
20030611-18:00,39
20030611-18:30,38
20030611-19:00,38
20030611-19:30,38
20030611-20:00,38
20030611-20:30,37
20030611-21:00,37
20030611-21:30,37
20030611-22:30,36
20030611-22:51,36
20030611-23:30,36
20030612-00:00,35
20030612-00:30,35
20030612-01:00,35
20030612-01:30,35
20030612-02:00,35
20030612-02:30,36
20030612-03:00,37
20030612-03:30,39
20030612-04:00,39
20030612-04:30,39
20030612-05:00,40
20030612-05:30,40
20030612-06:30,42
20030612-07:00,43
20030612-07:30,43
20030612-08:00,43
20030612-08:30,43
20030612-09:00,44
20030612-09:30,44
20030612-10:00,44
20030612-10:30,44
20030612-11:00,44
20030612-11:30,45
20030612-12:00,44
20030612-12:30,43
20030612-13:00,43
20030612-13:30,42
20030612-14:00,42
20030612-14:30,42
20030612-15:00,42
20030612-15:30,41
20030612-16:00,39
20030612-16:30,39
20030612-17:00,38
20030612-17:30,38
20030612-18:00,38
20030612-18:30,38
20030612-19:00,37
20030612-19:30,37
20030612-20:00,37
20030612-20:30,37
20030612-21:30,36
20030612-22:00,36
20030612-22:30,35
20030612-23:00,35
20030612-23:30,34
20030613-00:00,35
20030613-00:30,35
20030613-01:00,36
20030613-01:30,35
20030613-02:00,36
20030613-02:30,37
20030613-03:00,38
20030613-03:30,38
20030613-04:30,40
20030613-05:00,40
20030613-05:30,41
20030613-06:00,41
20030613-06:30,42
20030613-07:00,42
20030613-07:30,43
20030613-08:00,43
20030613-08:30,40
20030613-09:30,43
20030613-11:30,39
20030613-12:00,39
20030613-12:30,39
20030613-13:30,39
20030613-14:00,37
20030613-15:00,36
20030613-15:30,36
20030613-16:00,36
20030613-16:30,36
20030613-17:00,35
20030613-17:30,36
20030613-18:00,35
20030613-18:30,35
20030613-19:00,35
20030613-19:30,35
20030613-20:00,35
20030613-20:30,34
20030613-21:00,34
20030613-21:30,33
20030613-22:30,33
20030613-23:00,33
20030613-23:30,32
20030614-00:00,32
20030614-00:30,31
20030614-01:00,33
20030614-01:30,35
20030614-02:30,36
20030614-03:00,37
20030614-03:30,38
20030614-04:00,39
20030614-04:30,40
20030614-05:00,40
20030614-05:30,42
20030614-06:00,43
20030614-06:30,43
20030614-07:00,44
20030614-07:30,44
20030614-08:30,44
20030614-09:00,44
20030614-09:30,44
20030614-10:00,45
20030614-10:30,45
20030614-11:00,45
20030614-11:30,44
20030614-12:30,43
20030614-13:00,43
20030614-13:30,42
20030614-14:00,42
20030614-14:30,41
20030614-15:00,40
20030614-15:30,38
20030614-16:00,38
20030614-16:30,38
20030614-17:00,37
20030614-17:30,37
20030614-18:00,37
20030614-18:30,37
20030614-19:00,36
20030614-19:30,35
20030614-20:00,35
20030614-20:30,34
20030614-20:51,33
20030614-21:30,33
20030614-22:00,33
20030614-22:30,33
20030614-23:00,33
20030614-23:30,32
20030615-00:00,33
20030615-00:30,32
20030615-01:00,33
20030615-01:30,32
20030615-02:00,32
20030615-02:30,33
20030615-03:00,34
20030615-03:30,35
20030615-04:00,37
20030615-04:30,37
20030615-05:00,38
20030615-05:30,38
20030615-06:00,39
20030615-06:30,40
20030615-07:00,40
20030615-07:30,41
20030615-08:00,42
20030615-08:30,43
20030615-09:00,44
20030615-10:00,44
20030615-10:30,45
20030615-11:00,44
20030615-12:00,42
20030615-12:30,41
20030615-13:00,41
20030615-13:30,40
20030615-14:00,39
20030615-14:30,39
20030615-15:00,39
20030615-15:30,38
20030615-16:00,37
20030615-16:30,37
20030615-17:00,37
20030615-17:30,37
20030615-18:00,37
20030615-18:30,36
20030615-19:00,35
20030615-19:30,35
20030615-20:00,34
20030615-20:30,34
20030615-21:00,33
20030615-21:30,33
20030615-22:00,33
20030615-22:30,33
20030615-23:00,33
20030615-23:30,32
20030616-00:00,32
20030616-00:30,32
20030616-01:00,32
20030616-01:30,32
20030616-02:00,33
20030616-02:30,33
20030616-03:00,34
20030616-03:30,36
20030616-04:00,36
20030616-04:30,38
20030616-05:00,38
20030616-05:30,38
20030616-06:00,39
20030616-06:30,40
20030616-07:00,41
20030616-07:30,42
20030616-08:00,42
20030616-08:30,43
20030616-09:00,43
20030616-09:30,44
20030616-10:00,44
20030616-10:30,44
20030616-11:00,43
20030616-11:30,44
20030616-12:00,43
20030616-12:30,44
20030616-13:00,43
20030616-13:30,43
20030616-14:00,42
20030616-14:30,41
20030616-15:00,40
20030616-15:30,41
20030616-16:00,40
20030616-16:30,39
20030616-17:00,37
20030616-17:30,35
20030616-18:00,34
20030616-18:30,33
20030616-19:00,33
20030616-20:00,33
20030616-20:30,33
20030616-21:00,32
20030616-21:30,32
20030616-22:00,32
20030616-22:30,31
20030616-23:00,31
20030616-23:30,31
20030617-00:00,31
20030617-00:30,31
20030617-01:00,30
20030617-01:30,31
20030617-02:00,31
20030617-02:30,32
20030617-03:00,32
20030617-03:30,33
20030617-04:00,34
20030617-04:30,35
20030617-05:00,36
20030617-05:21,37
20030617-06:00,37
20030617-06:30,37
20030617-07:00,38
20030617-07:30,38
20030617-08:00,39
20030617-08:30,40
20030617-09:00,40
20030617-09:30,40
20030617-10:30,40
20030617-11:30,40
20030617-12:00,39
20030617-12:30,39
20030617-13:00,39
20030617-13:30,34
20030617-14:30,34
20030617-15:30,33
20030617-16:00,32
20030617-16:30,33
20030617-17:00,33
20030617-17:30,33
20030617-18:00,33
20030617-18:30,34
20030617-19:00,34
20030617-19:30,34
20030617-20:30,34
20030617-21:00,34
20030617-21:30,34
20030617-22:00,33
20030617-22:30,33
20030617-23:00,33
20030617-23:30,29
20030618-00:00,33
20030618-00:30,32
20030618-01:00,33
20030618-01:30,33
20030618-02:00,33
20030618-04:30,27
20030618-05:00,26
20030618-05:30,27
20030618-06:00,28
20030618-06:30,28
20030618-07:00,29
20030618-07:30,30
20030618-08:00,30
20030618-08:30,31
20030618-09:00,31
20030618-09:30,33
20030618-10:00,33
20030618-10:30,33
20030618-11:00,34
20030618-11:30,34
20030618-12:00,36
20030618-12:30,34
20030618-13:00,34
20030618-13:30,34
20030618-14:00,32
20030618-14:30,31
20030618-15:00,30
20030618-15:30,30
20030618-16:00,30
20030618-16:30,30
20030618-17:00,30
20030618-17:30,30
20030618-18:00,30
20030618-18:30,30
20030618-19:30,30
20030618-20:00,30
20030618-20:30,30
20030618-21:00,30
20030618-21:30,30
20030618-22:00,29
20030618-22:30,29
20030618-23:00,29
20030618-23:30,29
20030619-00:00,29
20030619-00:30,29
20030619-01:00,29
20030619-01:30,29
20030619-02:00,30
20030619-02:30,30
20030619-03:00,31
20030619-03:30,32
20030619-04:00,33
20030619-04:30,34
20030619-05:00,35
20030619-05:30,35
20030619-06:00,34
20030619-06:30,34
20030619-07:00,35
20030619-07:30,35
20030619-08:00,35
20030619-08:30,35
20030619-09:00,35
20030619-09:30,37
20030619-10:00,36
20030619-10:30,36
20030619-11:00,36
20030619-11:30,35
20030619-12:00,35
20030619-12:30,35
20030619-13:00,34
20030619-13:25,36
20030619-14:00,26
20030619-15:00,27
20030619-15:30,26
20030619-16:00,27
20030619-16:30,27
20030619-17:00,28
20030619-17:30,
20030619-18:00,29
20030619-18:30,29
20030619-19:30,29
20030619-20:00,29
20030619-20:30,29
20030619-21:00,29
20030619-21:30,29
20030619-22:00,29
20030619-22:30,29
20030619-23:30,25
20030620-00:00,24
20030620-00:30,24
20030620-01:00,25
20030620-01:30,25
20030620-02:00,25
20030620-02:30,26
20030620-03:00,26
20030620-03:30,26
20030620-04:00,26
20030620-04:30,26
20030620-05:30,27
20030620-06:00,29
20030620-06:30,30
20030620-07:00,30
20030620-07:30,31
20030620-08:00,31
20030620-08:30,32
20030620-09:00,32
20030620-09:30,33
20030620-10:00,33
20030620-10:30,33
20030620-11:00,33
20030620-11:30,34
20030620-12:00,33
20030620-12:30,34
20030620-13:00,33
20030620-13:30,32
20030620-14:00,32
20030620-14:30,31
20030620-15:30,31
20030620-16:00,30
20030620-16:30,30
20030620-17:00,30
20030620-17:30,30
20030620-18:00,30
20030620-18:30,30
20030620-19:00,30
20030620-20:00,29
20030620-20:30,29
20030620-21:00,29
20030620-21:30,29
20030620-22:00,29
20030620-22:30,29
20030620-23:00,29
20030620-23:30,29
20030621-00:00,29
20030621-00:30,29
20030621-01:00,29
20030621-01:30,29
20030621-02:00,29
20030621-02:30,31
20030621-03:00,32
20030621-03:30,32
20030621-04:00,32
20030621-04:30,33
20030621-05:00,33
20030621-05:30,32
20030621-06:30,33
20030621-07:00,33
20030621-07:30,34
20030621-08:00,35
20030621-08:30,35
20030621-09:00,35
20030621-09:30,35
20030621-10:00,36
20030621-10:30,36
20030621-11:00,35
20030621-11:30,35
20030621-12:30,34
20030621-13:00,32
20030621-13:30,32
20030621-14:00,31
20030621-14:30,31
20030621-15:00,31
20030621-15:30,31
20030621-16:00,31
20030621-16:30,31
20030621-17:00,31
20030621-17:30,30
20030621-18:00,30
20030621-18:30,30
20030621-19:00,30
20030621-19:30,30
20030621-20:00,30
20030621-20:30,29
20030621-21:30,29
20030621-23:00,29
20030621-23:30,29
20030622-00:00,29
20030622-01:00,29
20030622-01:30,30
20030622-02:00,30
20030622-02:30,32
20030622-03:00,32
20030622-03:30,33
20030622-04:00,34
20030622-04:30,34
20030622-05:00,35
20030622-05:30,35
20030622-06:00,36
20030622-06:30,37
20030622-07:00,37
20030622-07:30,37
20030622-08:00,37
20030622-08:30,37
20030622-09:00,38
20030622-09:30,37
20030622-10:00,37
20030622-10:30,38
20030622-11:00,38
20030622-11:30,38
20030622-12:00,37
20030622-12:30,37
20030622-13:00,36
20030622-13:30,36
20030622-14:30,35
20030622-15:00,34
20030622-15:30,34
20030622-16:00,34
20030622-16:30,33
20030622-17:00,33
20030622-17:30,32
20030622-18:00,32
20030622-18:30,31
20030622-19:30,31
20030622-20:00,30
20030622-20:30,30
20030622-21:00,30
20030622-21:30,29
20030622-22:00,29
20030622-22:30,29
20030622-23:00,28
20030622-23:30,28
20030623-00:00,28
20030623-00:30,28
20030623-01:00,28
20030623-01:30,28
20030623-02:00,28
20030623-02:30,29
20030623-03:00,29
20030623-03:30,29
20030623-04:00,30
20030623-04:30,30
20030623-05:30,32
20030623-06:00,32
20030623-06:30,32
20030623-07:00,33
20030623-07:30,33
20030623-08:00,32
20030623-08:30,32
20030623-09:00,32
20030623-09:30,32
20030623-10:30,33
20030623-11:00,33
20030623-11:30,33
20030623-12:00,33
20030623-12:30,33
20030623-13:00,33
20030623-13:30,31
20030623-15:00,30
20030623-15:30,30
20030623-16:00,30
20030623-16:30,31
20030623-17:00,31
20030623-17:30,31
20030623-18:00,31
20030623-18:30,30
20030623-19:00,30
20030623-19:30,30
20030623-20:00,30
20030623-20:30,30
20030623-21:00,30
20030623-21:30,30
20030623-22:00,30
20030623-22:30,29
20030623-23:00,29
20030623-23:30,30
20030624-00:00,29
20030624-00:30,29
20030624-01:00,30
20030624-01:30,30
20030624-02:00,31
20030624-03:30,32
20030624-04:00,33
20030624-04:30,35
20030624-05:30,36
20030624-06:00,36
20030624-06:30,36
20030624-07:00,37
20030624-07:30,37
20030624-08:00,37
20030624-08:30,38
20030624-09:00,38
20030624-09:30,39
20030624-10:00,38
20030624-10:30,38
20030624-12:21,29
20030624-13:00,29
20030624-13:30,28
20030624-14:00,28
20030624-14:30,28
20030624-15:00,30
20030624-15:30,31
20030624-16:00,31
20030624-16:30,30
20030624-17:00,30
20030624-17:30,30
20030624-18:30,30
20030624-19:00,29
20030624-19:30,29
20030624-20:00,29
20030624-20:30,29
20030624-21:00,29
20030624-21:30,28
20030624-22:00,28
20030624-22:30,28
20030624-23:00,27
20030624-23:30,27
20030625-00:00,27
20030625-00:30,27
20030625-01:00,27
20030625-01:30,27
20030625-02:00,28
20030625-02:30,29
20030625-03:00,29
20030625-03:30,29
20030625-04:30,31
20030625-05:00,32
20030625-06:00,34
20030625-07:00,35
20030625-07:30,35
20030625-08:00,35
20030625-09:00,35
20030625-09:30,35
20030625-10:30,35
20030625-11:00,35
20030625-11:30,35
20030625-12:00,35
20030625-12:30,35
20030625-13:30,35
20030625-14:00,35
20030625-14:30,34
20030625-15:30,33
20030625-16:00,32
20030625-17:00,32
20030625-17:30,32
20030625-18:00,32
20030625-18:30,32
20030625-19:00,32
20030625-19:30,32
20030625-20:00,31
20030625-20:30,31
20030625-21:00,31
20030625-21:30,31
20030625-22:00,31
20030625-22:30,31
20030625-23:00,30
20030625-23:30,30
20030626-00:30,30
20030626-01:00,31
20030626-01:30,31
20030626-02:00,31
20030626-02:30,32
20030626-03:00,33
20030626-04:00,34
20030626-04:30,35
20030626-05:00,35
20030626-05:30,35
20030626-06:00,37
20030626-06:30,37
20030626-06:51,38
20030626-07:30,38
20030626-08:00,39
20030626-08:30,40
20030626-09:00,36
20030626-09:30,40
20030626-10:00,37
20030626-10:30,36
20030626-11:00,33
20030626-11:30,32
20030626-12:00,32
20030626-12:30,32
20030626-13:00,32
20030626-13:30,31
20030626-14:00,31
20030626-14:30,31
20030626-15:00,32
20030626-15:30,31
20030626-16:00,32
20030626-16:30,31
20030626-17:00,31
20030626-17:30,31
20030626-18:00,31
20030626-18:30,31
20030626-19:00,31
20030626-19:30,32
20030626-20:00,32
20030626-20:30,32
20030626-20:51,31
20030626-21:30,31
20030626-22:00,31
20030626-22:30,31
20030626-23:00,31
20030626-23:30,31
20030627-00:00,31
20030627-00:30,31
20030627-01:00,31
20030627-01:30,31
20030627-02:00,32
20030627-02:30,32
20030627-03:00,33
20030627-03:30,34
20030627-04:30,35
20030627-05:00,35
20030627-05:30,36
20030627-06:00,35
20030627-06:30,37
20030627-07:00,37
20030627-07:30,37
20030627-08:00,37
20030627-08:30,37
20030627-09:00,35
20030627-09:30,32
20030627-10:30,30
20030627-11:00,32
20030627-11:30,32
20030627-12:00,33
20030627-12:30,33
20030627-13:00,33
20030627-13:30,33
20030627-14:00,33
20030627-14:30,33
20030627-15:00,33
20030627-15:30,32
20030627-16:00,31
20030627-16:30,31
20030627-17:00,31
20030627-17:30,31
20030627-18:00,31
20030627-18:30,31
20030627-19:30,30
20030627-20:00,30
20030627-20:30,30
20030627-21:00,30
20030627-21:30,30
20030627-22:00,30
20030627-22:30,30
20030627-23:00,29
20030627-23:30,29
20030628-00:00,30
20030628-00:30,30
20030628-01:00,31
20030628-01:30,32
20030628-02:00,33
20030628-02:30,33
20030628-03:00,33
20030628-03:30,33
20030628-04:00,33
20030628-04:30,34
20030628-05:00,35
20030628-05:30,35
20030628-06:00,35
20030628-06:30,36
20030628-07:30,37
20030628-08:00,38
20030628-08:30,38
20030628-09:00,39
20030628-09:30,39
20030628-10:00,39
20030628-10:30,39
20030628-11:00,40
20030628-11:30,37
20030628-12:00,36
20030628-12:30,35
20030628-13:00,34
20030628-13:30,34
20030628-14:00,34
20030628-14:30,33
20030628-15:00,34
20030628-15:30,34
20030628-16:00,33
20030628-16:30,33
20030628-17:00,33
20030628-17:30,33
20030628-18:00,33
20030628-18:30,33
20030628-19:00,33
20030628-19:30,33
20030628-20:00,33
20030628-20:30,33
20030628-21:00,32
20030628-21:30,33
20030628-22:00,32
20030628-22:30,32
20030628-23:00,32
20030628-23:30,32
20030629-00:00,32
20030629-00:30,32
20030629-01:00,32
20030629-01:30,32
20030629-02:00,33
20030629-02:30,34
20030629-03:00,35
20030629-04:00,35
20030629-04:30,36
20030629-05:00,36
20030629-06:00,37
20030629-06:30,37
20030629-07:00,38
20030629-07:30,28
20030629-08:00,39
20030629-08:30,39
20030629-09:00,39
20030629-09:30,40
20030629-10:00,39
20030629-10:30,39
20030629-12:00,30
20030629-12:30,31
20030629-13:00,31
20030629-14:30,31
20030629-15:00,31
20030629-15:30,31
20030629-16:00,31
20030629-16:30,31
20030629-17:00,31
20030629-18:00,31
20030629-18:30,31
20030629-19:00,31
20030629-19:30,31
20030629-20:00,31
20030629-20:30,31
20030629-21:30,31
20030629-22:30,31
20030629-23:00,30
20030629-23:30,30
20030630-00:00,30
20030630-00:30,31
20030630-01:00,32
20030630-01:30,32
20030630-02:00,32
20030630-02:30,33
20030630-03:30,34
20030630-04:00,34
20030630-04:30,35
20030630-05:00,33
20030630-05:30,33
20030630-06:00,34
20030630-06:30,35
20030630-07:00,35
20030630-07:30,35
20030630-08:00,37
20030630-08:30,37
20030630-09:00,37
20030630-09:30,37
20030630-10:00,37
20030630-10:30,38
20030630-11:00,37
20030630-11:30,37
20030630-12:00,37
20030630-12:30,37
20030630-13:30,35
20030630-14:00,35
20030630-14:30,34
20030630-15:00,34
20030630-15:30,33
20030630-16:00,33
20030630-16:30,33
20030630-17:00,33
20030630-17:30,33
20030630-18:00,32
20030630-18:30,32
20030630-19:00,32
20030630-19:30,32
20030630-20:00,32
20030630-20:30,31
20030630-21:00,32
20030630-21:30,31
20030630-22:00,31
20030630-22:30,30
20030630-23:00,30
20030630-23:30,30
20030701-00:00,30
20030701-00:30,
20030701-01:30,30
20030701-02:00,30
20030701-02:30,31
20030701-03:00,32
20030701-03:30,33
20030701-04:00,34
20030701-04:30,
20030701-05:00,35
20030701-05:30,36
20030701-06:00,36
20030701-06:30,37
20030701-07:00,38
20030701-07:30,38
20030701-08:00,39
20030701-08:30,39
20030701-09:00,39
20030701-09:30,39
20030701-10:00,
20030701-10:30,39
20030701-11:00,39
20030701-11:30,39
20030701-12:00,39
20030701-12:30,39
20030701-13:00,38
20030701-14:00,32
20030701-14:30,31
20030701-15:00,31
20030701-16:00,32
20030701-16:30,33
20030701-17:00,33
20030701-17:30,33
20030701-18:00,33
20030701-18:30,34
20030701-19:00,33
20030701-19:30,32
20030701-20:30,31
20030701-21:00,31
20030701-22:00,31
20030701-22:30,31
20030701-23:00,
20030701-23:30,31
20030702-00:00,31
20030702-00:30,31
20030702-02:00,30
20030702-02:30,31
20030702-03:00,32
20030702-03:30,32
20030702-04:00,33
20030702-04:30,33
20030702-05:00,34
20030702-05:30,35
20030702-06:30,36
20030702-07:00,36
20030702-07:30,37
20030702-10:30,38
20030702-11:00,38
20030702-11:30,38
20030702-12:00,38
20030702-12:30,37
20030702-13:00,37
20030702-13:30,37
20030702-14:00,36
20030702-15:30,35
20030702-16:00,35
20030702-16:30,34
20030702-17:00,34
20030702-17:30,34
20030702-18:00,34
20030702-18:30,34
20030702-19:00,34
20030702-19:30,33
20030702-20:00,33
20030702-20:30,32
20030702-21:00,32
20030702-21:30,32
20030702-22:00,31
20030702-22:30,31
20030702-23:00,31
20030702-23:30,31
20030703-00:00,31
20030703-00:30,31
20030703-01:00,31
20030703-01:30,31
20030703-02:00,32
20030703-02:30,33
20030703-03:00,33
20030703-03:30,34
20030703-04:00,35
20030703-04:30,36
20030703-05:00,36
20030703-05:30,36
20030703-06:00,37
20030703-06:30,37
20030703-07:00,37
20030703-07:30,38
20030703-08:00,40
20030703-08:21,40
20030703-09:00,39
20030703-09:30,39
20030703-10:00,39
20030703-10:30,39
20030703-11:00,39
20030703-11:30,39
20030703-12:00,38
20030703-12:30,38
20030703-13:00,37
20030703-14:00,37
20030703-14:30,36
20030703-15:00,36
20030703-15:30,35
20030703-16:30,35
20030703-17:00,35
20030703-17:30,34
20030703-18:00,34
20030703-18:30,33
20030703-19:00,31
20030703-19:30,
20030703-20:00,33
20030703-20:30,33
20030703-21:00,33
20030703-21:30,32
20030703-22:00,32
20030703-22:30,32
20030703-23:00,32
20030703-23:30,32
20030704-00:30,31
20030704-01:00,30
20030704-01:30,31
20030704-02:00,31
20030704-02:30,33
20030704-03:00,33
20030704-03:30,34
20030704-04:00,35
20030704-04:30,36
20030704-05:00,37
20030704-05:30,37
20030704-06:00,37
20030704-06:30,38
20030704-07:00,39
20030704-07:30,39
20030704-08:00,40
20030704-08:30,40
20030704-09:00,40
20030704-09:30,40
20030704-10:00,39
20030704-10:30,39
20030704-11:00,39
20030704-11:30,39
20030704-12:00,39
20030704-12:30,39
20030704-13:00,37
20030704-13:30,37
20030704-14:00,37
20030704-14:30,32
20030704-15:00,37
20030704-15:30,36
20030704-16:00,34
20030704-16:30,33
20030704-17:00,33
20030704-17:30,32
20030704-18:00,32
20030704-18:30,32
20030704-19:00,31
20030704-19:30,31
20030704-20:00,31
20030704-20:30,30
20030704-21:30,30
20030704-22:00,31
20030704-22:30,31
20030704-23:00,31
20030705-00:00,29
20030705-00:30,28
20030705-01:00,26
20030705-01:30,25
20030705-02:00,25
20030705-02:30,24
20030705-03:00,25
20030705-03:30,25
20030705-04:00,25
20030705-04:30,26
20030705-05:00,26
20030705-05:30,27
20030705-06:00,27
20030705-06:30,28
20030705-07:00,29
20030705-07:30,29
20030705-08:00,30
20030705-08:30,31
20030705-09:00,31
20030705-09:30,32
20030705-10:00,32
20030705-10:30,33
20030705-11:30,33
20030705-12:00,32
20030705-12:30,32
20030705-13:00,32
20030705-14:00,31
20030705-14:30,31
20030705-15:00,31
20030705-15:30,31
20030705-16:30,31
20030705-17:00,31
20030705-17:30,30
20030705-18:00,30
20030705-18:30,30
20030705-19:00,30
20030705-19:30,29
20030705-20:00,29
20030705-20:30,29
20030705-22:00,27
20030705-22:30,26
20030705-23:00,26
20030705-23:30,26
20030706-00:00,26
20030706-00:30,26
20030706-01:00,27
20030706-01:30,27
20030706-02:00,27
20030706-02:30,27
20030706-03:00,27
20030706-03:30,28
20030706-04:00,28
20030706-04:30,32
20030706-05:00,28
20030706-05:30,27
20030706-06:00,28
20030706-06:30,28
20030706-07:00,28
20030706-07:30,29
20030706-08:30,29
20030706-09:00,30
20030706-09:30,30
20030706-10:00,31
20030706-10:30,30
20030706-11:00,30
20030706-11:30,30
20030706-12:30,30
20030706-13:00,30
20030706-13:30,30
20030706-14:00,30
20030706-14:30,30
20030706-15:00,29
20030706-15:30,29
20030706-16:00,29
20030706-16:30,29
20030706-17:00,29
20030706-17:30,29
20030706-18:00,28
20030706-18:30,28
20030706-19:00,28
20030706-19:30,28
20030706-20:00,28
20030706-20:30,28
20030706-21:00,28
20030706-21:30,28
20030706-22:00,28
20030706-22:30,28
20030706-23:00,28
20030706-23:30,27
20030707-00:30,28
20030707-01:00,29
20030707-01:30,29
20030707-02:00,29
20030707-02:30,30
20030707-03:00,31
20030707-03:30,32
20030707-04:00,32
20030707-04:30,33
20030707-05:00,34
20030707-05:30,33
20030707-06:00,34
20030707-06:30,35
20030707-07:00,35
20030707-07:30,36
20030707-08:00,35
20030707-09:00,36
20030707-09:30,37
20030707-10:00,36
20030707-10:30,36
20030707-11:00,34
20030707-11:30,33
20030707-12:00,33
20030707-13:00,29
20030707-13:30,29
20030707-14:00,29
20030707-14:30,29
20030707-15:00,30
20030707-15:30,30
20030707-16:00,30
20030707-16:30,30
20030707-17:00,30
20030707-17:30,30
20030707-18:30,29
20030707-19:00,29
20030707-19:30,29
20030707-20:00,29
20030707-20:30,29
20030707-21:00,29
20030707-21:30,29
20030707-22:00,29
20030707-22:30,29
20030707-23:00,29
20030707-23:30,29
20030708-00:00,29
20030708-00:30,29
20030708-01:00,29
20030708-01:30,30
20030708-02:00,29
20030708-02:30,30
20030708-03:30,31
20030708-04:30,32
20030708-05:00,32
20030708-05:30,33
20030708-06:30,34
20030708-07:00,35
20030708-07:30,35
20030708-08:00,35
20030708-08:30,36
20030708-09:00,36
20030708-09:30,35
20030708-10:00,34
20030708-10:30,34
20030708-11:00,33
20030708-11:30,32
20030708-12:00,32
20030708-12:30,32
20030708-13:00,33
20030708-13:30,32
20030708-14:30,30
20030708-15:00,29
20030708-15:30,30
20030708-16:00,29
20030708-16:30,29
20030708-17:00,29
20030708-17:30,29
20030708-18:00,29
20030708-18:30,29
20030708-19:00,29
20030708-19:30,29
20030708-20:00,30
20030708-20:30,30
20030708-21:00,30
20030708-21:30,30
20030708-22:00,30
20030708-22:30,29
20030708-23:00,29
20030708-23:30,29
20030709-00:00,29
20030709-00:30,29
20030709-01:00,29
20030709-01:30,29
20030709-02:00,30
20030709-02:30,31
20030709-03:00,31
20030709-03:30,32
20030709-04:00,32
20030709-04:30,33
20030709-05:00,33
20030709-05:30,34
20030709-06:00,34
20030709-06:30,34
20030709-07:00,35
20030709-07:30,35
20030709-08:00,36
20030709-08:30,33
20030709-09:00,33
20030709-09:30,26
20030709-10:00,26
20030709-10:30,25
20030709-11:00,25
20030709-11:30,27
20030709-12:00,28
20030709-12:30,28
20030709-13:00,27
20030709-13:30,27
20030709-14:00,37
20030709-14:30,27
20030709-15:00,27
20030709-15:30,27
20030709-16:00,27
20030709-16:30,27
20030709-17:00,27
20030709-17:30,27
20030709-18:00,27
20030709-18:30,27
20030709-19:00,27
20030709-20:00,27
20030709-20:30,27
20030709-21:00,27
20030709-22:00,27
20030709-22:30,26
20030709-23:00,26
20030709-23:30,26
20030710-00:00,26
